b	d	ɡ	3/3	1.0
pʰ	tʰ	kʰ	3/3	1.0
	z		1/3	0.6386494131067276
	s		1/3	0.7557339359565435
2/4	4/4	2/4
0.6107394565404195	1.0	0.6418731154638737
