b	ɖ	d̠ʒ	ɡb	ɡ	5/5	1.0
v		z	-		2/4	0.7487984603649221
p		t		k	3/5	0.9525813658906891
f		s	-		2/4	0.7977736991988126
4/4	1/4	4/4	1/2	2/4
1.0	0.1761936837670244	1.0	0.530589332093437	0.8231799477121992
