b	d		bʲ	dʲ	ɡ	ɡʲ	dʑ	7/8	0.9600540702798442
v		z					ʑ	3/8	0.7234932901788994
p	t	ts			k		t̠ʃ	5/8	0.955187766406254
f		s		sʲ	x		ɕ	5/8	0.896617820834994
4/4	2/4	3/4	1/4	2/4	3/4	1/4	4/4
1.0	0.9036894656578184	0.9302895585623174	0.24870225432551477	0.4322976053604957	0.9458984764575173	0.3885764928139199	1.0
