b	d		d̠ʒ	ɡbʷ	ɡ	5/6	0.9565055869078881
v		z		-		2/5	0.5508924243875847
p	t	ts	t̠ʃ		k	5/6	0.9998764271165348
f		s	ʃ	-		3/5	0.6990044201380893
4/4	2/4	3/4	3/4	1/2	2/4
1.0	0.9036894656578184	0.9302895585623174	0.9236936179361749	0.4776447975067577	0.8231799477121992
