	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;spreadGlottis:-	b	d		2/3	0.6622669910337713
periodicGlottalSource:-;spreadGlottis:-	p	t	k	3/3	1.0
periodicGlottalSource:-;spreadGlottis:+	pʰ	tʰ	kʰ	3/3	1.0
	3/3	3/3	2/3
	1.0	1.0	0.71950672905944
