b			1/3	0.31743470582819916
b̤	d̤	ɡʱ	3/3	1.0
p			1/3	0.25781152823260145
pʰ	tʰ	kʰ	3/3	1.0
4/4	2/4	2/4
1.0	0.10911874329104937	0.12998085554612882
