	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;spreadGlottis:-	b			1/3	0.31743470582819916
periodicGlottalSource:+;spreadGlottis:+	b̤	d̤	ɡʱ	3/3	1.0
periodicGlottalSource:-;spreadGlottis:-	p			1/3	0.25781152823260145
periodicGlottalSource:-;spreadGlottis:+	pʰ	tʰ	kʰ	3/3	1.0
	4/4	2/4	2/4
	1.0	0.10911874329104937	0.12998085554612882
