b	-	d̪|d	ɡb	ɡ	4/4	1.0
ɓ	-	ɗ̪|ɗ	-		2/3	0.6931675722443624
p	-	t̪|t	kp	k	4/4	1.0
β	v	z̪|z	-	ɣ	4/4	1.0
	f	s̪|s	-		2/4	0.8371852698190894
4/5	2/2	5/5	2/2	3/5
0.9619233802574579	1.0	1.0	1.0	0.8624310375328688
