p	t	c	k	4/4	1.0
b	d	ɟ		3/4	0.7182829839541037
mb	nd	ɲɟ	ŋɡ	4/4	1.0
ɓ	ɗ			2/4	0.8038629283657579
4/4	4/4	3/4	2/4
1.0	1.0	0.9473754715370958	0.759591496272742
