p	t̺	t̺s̺	k	kʷ	q	qʷ	7/7	1.0
b̥	d̺̥	d̺̥z̺̥	ɡ̊	ɡ̊ʷ		-	5/6	0.9294981842342696
v		z̺			ʁ	ʁʷ	4/7	0.7719597857698346
pʼ	t̺ʼ	t̺s̺ʼ	kʼ	kʷʼ			5/7	0.9003579810043815
pʰ	t̺ʰ	t̺s̺ʰ	kʰ	kʷʰ			5/7	0.9329290284847337
f		s̺			χ	χʷ	4/7	0.7798378960719405
6/6	4/6	6/6	4/6	4/6	3/6	3/5
1.0	0.9279755040011406	1.0	0.8579082508997704	0.8103998797045849	0.7152731691477379	0.7214082455952558
