	ð	ʒ	ɣ	ʁ	4/5	0.9758289520079227
ɬ̪|ɬ		ʃ	x	χ	4/5	0.9342445192845295
1/2	1/2	2/2	2/2	2/2
0.9025748456519439	0.2796579308132479	1.0	1.0	1.0
