b	bʷ	d	d̠ʒ			ɡb	ɡ	ɡʲ	ɡʷ	8/10	0.9974275420320274
		z				-				1/9	0.3417070233837741
p		t	t̠ʃ	t̠ʃʷ	pʲ	kp	k	kʲ	kʷ	9/10	0.9990791380542281
		s	ʃ			-				2/9	0.5937379992938167
2/4	1/4	4/4	3/4	1/4	1/4	2/2	2/4	2/4	2/4
0.7769238096159985	0.3691074735603184	1.0	0.9236936179361749	0.3925929152226382	0.40496714600097067	1.0	0.8208175339725856	0.8351318471338511	0.7468217438153808
