	z̪	ʒ	z̪ʲ		3/5	0.5022179005621309
f	s̪	ʃ	sʲ	x	5/5	1.0
1/2	2/2	2/2	2/2	1/2
0.6625210710769323	1.0	1.0	1.0	0.702580939132563
