b	d̪	d̪z̪	d̠ʒ	d̪ʲ	d̪z̪ʲ	ɡ	7/7	1.0
		z̪	ʒ		z̪ʲ		3/7	0.4147019185622707
p	t̪	t̪s̪	t̠ʃ	tʲ	t̪s̪ʲ	k	7/7	1.0
f		s̪	ʃ		sʲ	x	5/7	0.9238883543956395
3/4	2/4	4/4	4/4	2/4	4/4	3/4
0.9245876636004398	0.8337086869543983	1.0	1.0	0.42957196038014306	1.0	0.950772631846561
