p	t	ts	k	q	5/5	1.0
β		ʒ	ɣ		3/5	0.8424924092015681
		s	x	ħ	3/5	0.7144273791113959
2/3	1/3	3/3	3/3	2/3
0.7366744201065711	0.8170753806267459	1.0	1.0	0.825742681325068
