b	d̪	d̪ˤ	-	ɡʷ				ɡ	5/8	0.9803356034707075
	t̪	t̪ˤ	-	kʷ	q	-	qʷ	k	6/7	0.7523280826876737
	z̪	z̪ˤ	ʒˤ		ʁ	ʕ	ʁʷ	ʒ	7/9	0.7983931370204173
f	s̪	s̪ˤ	ʃˤ		χ		χʷ	ʃ	7/9	0.9775373462042452
2/4	4/4	4/4	2/2	2/4	3/4	1/3	3/4	4/4
0.420921586088275	1.0	1.0	1.0	0.8071686956128078	0.91420979782752	0.2729129977173476	0.9551897960581514	1.0
