	z̪	z̪ˤ	ʒ	ʒˤ	ʁ	ʕ	ʁʷ	7/8	0.8529430448091926
f	s̪	s̪ˤ	ʃ	ʃˤ	χ		χʷ	7/8	0.988032522314379
1/2	2/2	2/2	2/2	2/2	2/2	1/2	2/2
0.7619820000412727	1.0	1.0	1.0	1.0	1.0	0.2766393025149453	1.0
