p	t	tʷ	kp	k	kʷ	-	6/6	1.0
b	d	dʷ	ɡb	ɡ	ɡʷ	-	6/6	1.0
mb	nd	ndʷ	ŋmɡb	ŋɡ	ŋɡʷ		6/7	0.9989869395013217
ɓ	ɗ		-	ʄ	-	ɠɓ	4/5	0.9997334471123245
4/4	4/4	3/4	3/3	4/4	3/3	1/2
1.0	1.0	0.9968392871311474	1.0	1.0	1.0	0.7534493101379723
