b	d	d̠ʒ	ɡ	4/4	1.0
v		z	ɣ	3/4	0.9238140876357045
p	t	t̠ʃ	k	4/4	1.0
f		s		2/4	0.6996525911823187
4/4	2/4	4/4	3/4
1.0	0.9036894656578184	1.0	0.8754418110200178
