b		d̪	d	d̠ʒ			ɡ	5/8	0.8993331616378958
ɓ	-		ɗ	-		ʄ	ɠ	4/6	0.962147264994418
β	v	ð		ʒ		ʝ	ɣ	6/8	0.9480127362250182
p		t̪	t̺	t̠ʃ	ʈ		k	6/8	0.9617808119028205
4/4	1/3	3/4	3/4	3/3	1/4	2/4	4/4
1.0	0.9726633474621679	0.9973484968604245	0.9937145606578023	1.0	0.7695723257662913	0.09110979668153134	1.0
