pʼ	tʼ	kʼ	3/3	1.0
b	d	ɡ	3/3	1.0
	ᶑ		1/3	0.37165650681287093
p	t	c	3/3	1.0
3/4	4/4	3/4
0.9669495549971462	1.0	0.982919622447127
