b	ɖ	ɟ	ɡ	4/4	1.0
p	t		k	3/4	0.9618091568714743
	z			1/4	0.4882319141674327
	s			1/4	0.6235348448609124
2/4	4/4	1/4	2/4
0.7763095984597154	1.0	0.376002068260768	0.818888186995482
