p	t	t̠ʃ		k	q	5/6	0.9842279472152508
	s	ʃ	ʂ	x		4/6	0.7498883344103681
pʼ	tʼ			kʼ	qʼ	4/6	0.8426137253697402
2/3	3/3	2/3	1/3	3/3	2/3
0.8406175599330874	1.0	0.8836604938752218	0.44410962207111165	1.0	0.7116674456042692
