	z	ʒ	ʝ	ɣ	4/5	0.9775301076249832
ɬ	s	ʃ		x	4/5	0.9624587814370186
1/2	2/2	2/2	1/2	2/2
0.9048884957099266	1.0	1.0	0.26110925205594004	1.0
