	labiodental:0;anterior:+;distributed:-;high:0;low:0;front:0;back:0;round:0	labiodental:0;anterior:-;distributed:+;high:0;low:0;front:0;back:0;round:0	count	markedness_count
periodicGlottalSource:+;spreadGlottis:-	dz		1/2	0.38394695862249767
periodicGlottalSource:-;spreadGlottis:+	tsʰ	t̠ʃʰ	2/2	1.0
	2/2	1/2
	1.0	0.34983471921791365
