b		d̺	d̠ʒ	ɟ	ɡ	5/6	0.95638821492268
v	z		ʒ			3/6	0.6814723865572533
p	ts	t̪	t̠ʃ	c	k	6/6	1.0
f	s		ʃ		x	4/6	0.868794817733818
4/4	3/4	2/4	4/4	2/4	3/4
1.0	0.9302895585623174	0.903639454107945	1.0	0.8371047217913103	0.9458984764575173
