b	d					ɡ		3/8	0.7880576424456671
ɓ		-	-	-			-	1/4	0.40662334864933586
f		s	ʃ	ʂ		x	χ	6/8	0.8733061311421363
p	t	ts	t̠ʃ	ʈʂ	c	k	q	8/8	1.0
	tʼ	tsʼ	t̠ʃʼ	ʈʂʼ	cʼ	kʼ	qʼ	7/8	0.8409210257621534
4/5	3/5	3/4	3/4	3/4	2/5	4/5	3/4
0.9384307590881337	0.9017794845061561	0.925365975308827	0.8324463894388399	0.9127366283956717	0.4986839954804944	0.9940037469240136	0.9167337647901979
