b	d	ɡ	ɟ	4/4	1.0
β				1/4	0.24308275879948177
p	t	k	t̠ʃ	4/4	1.0
f			s	2/4	0.7676577650477979
4/4	2/4	2/4	3/4
1.0	0.9036894656578184	0.8208175339725856	0.9094689727171498
