	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;spreadGlottis:-	b	d	ɡ	3/3	1.0
periodicGlottalSource:+;spreadGlottis:+	bʱ	dʱ	ɡʱ	3/3	1.0
periodicGlottalSource:-;spreadGlottis:-	p	t	k	3/3	1.0
periodicGlottalSource:-;spreadGlottis:+	pʰ	tʰ	kʰ	3/3	1.0
	4/4	4/4	4/4
	1.0	1.0	1.0
