b		d		ɡ				3/8	0.8911814243531029
f	s̺	s	ʃ	x	xʷ	χ	χʷ	8/8	1.0
p	t̺s̺	t	t̠ʃ	k	kʷ	q	qʷ	8/8	1.0
3/3	2/3	3/3	2/3	3/3	2/3	2/3	2/3
1.0	0.9976124427391614	1.0	0.8300249876283463	1.0	0.8351028663939892	0.9118169168996377	0.9478307643503936
