b	d	d̠ʒ	ɡb	ɡ	5/5	1.0
f	s	ʃ	-		3/4	0.7995231840960895
p	t	t̠ʃ	kp	k	5/5	1.0
3/3	3/3	3/3	2/2	2/3
1.0	1.0	1.0	1.0	0.8704935942677532
