v	ð	z̪	ʒ	ðˠ	zˠ	ʁ	ʕ	8/8	1.0
f	θ	s̪	ʃ		sˠ	χ	ħ	7/8	0.9838703598731798
2/2	2/2	2/2	2/2	1/2	2/2	2/2	2/2
1.0	1.0	1.0	1.0	0.28685632896390856	1.0	1.0	1.0
