b	d	dʲ	ɡ	ɡʷ	ɡʲ	6/6	1.0
p	t	tʲ	k	kʷ	kʲ	6/6	1.0
v						1/6	0.23571863960832373
f	s				ʃ	3/6	0.8226788180854551
4/4	3/4	2/4	2/4	2/4	3/4
1.0	0.9304029327428469	0.6591421003478323	0.818888186995482	0.7296940146623353	0.8462103410998918
