	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;spreadGlottis:-			ɡ	1/3	0.3377330089662287
periodicGlottalSource:-;spreadGlottis:-	p	t	k	3/3	1.0
periodicGlottalSource:-;spreadGlottis:+	pʰ	tʰ		2/3	0.5945492732319059
	2/3	2/3	2/3
	0.6514229170037719	0.7054593048417925	0.8778662622651932
