b	dz	d	d̠ʒ	bʲ	dzʲ	dʲ	d̠ʒʲ	ɟ	ɡ	10/10	1.0
v	z	ð	ʒ	vʲ	zʲ	ðʲ	ʒʲ	ʝ	ɣ	10/10	1.0
p	ts	t	t̠ʃ	pʲ	tsʲ	tʲ	t̠ʃʲ	c	k	10/10	1.0
f	s		ʃ	fʲ	sʲ		ʃʲ	ç	x	8/10	0.8970250459701737
4/4	4/4	3/4	4/4	4/4	4/4	3/4	4/4	4/4	4/4
1.0	1.0	0.9231574447474928	1.0	1.0	1.0	0.9296833540098453	1.0	1.0	1.0
