b	d		ɡ	3/4	0.8823986898900531
		s		1/4	0.5160654849487412
p	t	t̠ʃ	k	4/4	1.0
2/3	2/3	2/3	2/3
0.8421922259973105	0.9259297106463319	0.8787126426110411	0.8704935942677532
