b	dz	d	d̠ʒ	ɖ	ɖʐ		ɡ		7/9	0.910482084728279
v	z	ð	ʒ		ʐ		ɣ	ʁ	7/9	0.9617400354594688
p	ts	t	t̠ʃ	ʈ	ʈʂ		k	q	8/9	0.9620886289837847
f	s	θ	ʃ		ʂ	ç	x	χ	8/9	0.9949130337457504
4/4	4/4	4/4	4/4	2/4	4/4	1/4	4/4	3/4
1.0	1.0	1.0	1.0	0.9500227250121117	1.0	0.12036181395217446	1.0	0.921754985617348
