	z	zʷ		ɣ	3/5	0.8490421050950778
f	s	sʷ	fʲ		4/5	0.800799704011585
1/2	2/2	2/2	1/2	1/2
0.7610533045600901	1.0	1.0	0.572903071236873	0.295892202365961
