p	t	t̠ʃ	tʷ	t̠ʃʷ	-	k	kʲ	kʷ	8/8	1.0
b	d	d̠ʒ	dʷ	d̠ʒʷ	-	ɡ	ɡʲ	ɡʷ	8/8	1.0
		z		zʷ		ɣ			3/9	0.6074463844457724
mb	nd	n̠d̠ʒ		-	-	ŋɡ			4/7	0.9242149610713836
f		s		sʷ	fʲ				4/9	0.6738986310294662
4/5	3/5	5/5	2/5	4/4	1/2	4/5	2/5	2/5
0.9234488084736121	0.9024938219897998	1.0	0.8832002344959412	1.0	0.572903071236873	0.8736998531425053	0.8153291799277108	0.7359407585547618
