	z	ʒ	-	zʷ	ʒʷ			ʁ	ʁʷ	6/9	0.7418536393308323
ɬ	s	ʃ	ɬʷ	sʷ	ʃʷ	x	xʷ	χ	χʷ	10/10	1.0
1/2	2/2	2/2	1/1	2/2	2/2	1/2	1/2	2/2	2/2
0.9048884957099266	1.0	1.0	1.0	1.0	1.0	0.7104002923559953	0.9363645283711902	1.0	1.0
