b		d			-				-	ɡ	ɡʷ			4/12	0.8670204906388908
			z	ʒ	-		zʷ	ʒʷ	-			ʁ	ʁʷ	6/12	0.49973898255756777
	ɬ		s	ʃ	ɬʷ		sʷ	ʃʷ	-	x	xʷ	χ	χʷ	10/13	0.7739257674923663
pʰ	tɬʰ	tʰ	tsʰ	t̠ʃʰ	-	tʷʰ	tsʷʰ	t̠ʃʷʰ	tɬʷʰ	kʰ	kʷʰ	qʰ	qʷʰ	13/13	1.0
pʼ	tɬʼ	tʼ	tsʼ	t̠ʃʼ	-	tʷʼ	tsʷʼ	t̠ʃʷʼ	tɬʷʼ	kʼ	kʷʼ	qʼ	qʷʼ	13/13	1.0
3/5	3/5	3/5	4/5	4/5	1/1	2/5	4/5	4/5	2/2	4/5	4/5	4/5	4/5
0.6418222418716396	0.8992825181948325	0.878069321258848	0.9258843583668052	0.7821188082729337	1.0	0.7141388199015415	0.9876487985913222	0.9505198375381401	1.0	0.9284559733840828	0.9812829629781283	0.9073503421647714	0.9542164192563439
