pf	-	ts		2/3	0.9872371766071536
bv	bvʷ	dz	d̠ʒʷ	4/4	1.0
	-	ndz		1/3	0.9963159920998467
mpf	-			1/3	0.0006483156918976867
3/4	1/1	3/4	1/4
0.9922527016373618	1.0	0.9896488792722891	0.24345945448930958
