b	d	ɖ	dʑ	ɡ	5/5	1.0
	s				1/5	0.6151940048522522
p	t	ʈ	tɕ	k	5/5	1.0
pʰ	tʰ	ʈʰ	tɕʰ	kʰ	5/5	1.0
3/4	4/4	3/4	3/4	3/4
0.8411466124560619	1.0	0.9799795241746977	0.768585003972569	0.8771808945406535
