	v	z	ʒ		ɣ	4/6	0.8488952352090481
ɸ	f	s	ʃ	ʃʷ	χ	6/6	1.0
1/2	2/2	2/2	2/2	1/2	2/2
0.43890027255094766	1.0	1.0	1.0	0.5433356750125081	1.0
