b	bv	d	dz	bʲ	dʲ	ɡb	ɡ	ɡʷ	9/9	1.0
	v		z		ʒ	-	ɣ		4/8	0.7810036085241893
p	pf	t	ts	pʲ	tʲ	kp	k	kʷ	9/9	1.0
ɸ	f		s		ʃ	-	χ	ʃʷ	6/8	0.914581404127622
3/4	4/4	2/4	4/4	2/4	4/4	2/2	4/4	3/4
0.9536321184563459	1.0	0.9036894656578184	1.0	0.6536694003264854	1.0	1.0	1.0	0.9382796553180645
