b	d	d̠ʒ	ɟ	ɡ	5/5	1.0
v	z	ʒ			3/5	0.758067566214911
p	t	t̠ʃ	c	k	5/5	1.0
f	s	ʃ			3/5	0.8046624503249764
4/4	4/4	4/4	2/4	2/4
1.0	1.0	1.0	0.8371047217913103	0.8208175339725856
