b	d	ɡ	3/3	1.0
p	t	k	3/3	1.0
pʰ	tʰ	kʰ	3/3	1.0
	s		1/3	0.7522602733581376
3/4	4/4	3/4
0.8409654914420828	1.0	0.8653003733623978
