	t	k	kʷ	3/4	0.7532331777889893
b	d	ɡ	ɡʷ	4/4	1.0
mb	nd		ŋɡʷ	3/4	0.6650752763260147
	nt		ŋkʷ	2/4	0.3746665741963638
2/4	4/4	2/4	4/4
0.3520922265657353	1.0	0.9654262911775143	1.0
