bʷ	b	d	d̠ʒ		d̠ʒʷ	dʲ	d̠ʒʲ	ɡb	ɡ	ɡʷ	10/11	0.9987526913120635
								-	ɣ		1/10	0.2166618213310786
		t	t̠ʃ	tʷ	t̠ʃʷ	tʲ	t̠ʃʲ	kp	k	kʷ	9/11	0.7980492865609133
fʷ	f	s	ʃ		ʃʷ		ʃʲ	-			6/10	0.7752628335825343
2/4	2/4	3/4	3/4	1/4	3/4	2/4	3/4	2/2	3/4	2/4
0.6365736495068489	0.4207713090086781	0.9421433832502606	0.9236936179361749	0.7410659551233019	0.7103330335024455	0.43000613273058197	0.8573576539129544	1.0	0.8837121923275689	0.7468217438153808
