glottocode	plosive_series	plosive_fullness	plosive_markedness_fullness	fricative_series	fricative_fullness	fricative_markedness_fullness	affricate_series	affricate_fullness	affricate_markedness_fullness	series	series_fullness	series_markedness_fullness	plosive_places	plosive_places_fullness	plosive_places_markedness_fullness	fricative_places	fricative_places_fullness	fricative_places_markedness_fullness	affricate_places	affricate_places_fullness	affricate_places_markedness_fullness	all_places	all_places_fullness	all_places_markedness_fullness
mbuk1240	4	1.5	1.583110192076	4	2.0	2.0	4	2.0	2.0	6	2.8000000000000003	2.9673448972187746	4	3.0	3.38165226264933	3	3.0	3.0	1	1.0	1.0	5	3.5	4.283800299622187
mbuk1243	6	3.4666666666666663	3.7953517587878487	4	2.0	2.0	5	3.0	3.0	8	4.095238095238095	5.2277423495826	5	4.416666666666667	4.507048450488833	3	3.0	3.0	1	1.0	1.0	7	4.833333333333333	5.64935171800871
mbum1254	6	3.6666666666666665	3.803909265494511	5	3.0	3.0	0	0.0	0.0	9	5.666666666666667	6.2991503381571405	5	4.75	4.9879946527695	2	2.0	2.0	0	0.0	0.0	5	4.428571428571429	4.806804416439082
mbuu1238	4	1.75	1.7423122056502383	4	1.75	1.8045773148929782	4	2.0	2.0	6	3.2333333333333334	3.4697535766824137	4	3.5	3.3530733159790134	4	3.5	3.2955652519701486	2	2.0	2.0	6	5.0	5.3069363532084735
mbya1239	3	1.0	1.0	0	0.0	0.0	3	1.0	1.0	3	1.0	1.0	4	4.0	4.0	0	0.0	0.0	1	1.0	1.0	5	5.0	5.0
medu1238	4	1.6666666666666665	1.740739102380149	4	2.0	2.0	3	1.0	1.0	6	2.5	3.0081163763283887	3	2.5	2.3530733159790134	2	2.0	2.0	1	1.0	1.0	4	2.5	3.0389632927385493
meen1242	6	3.333333333333333	3.5831161671960037	4	1.5	1.7305606429491704	5	3.0	3.0	8	4.0	4.677140101166978	3	2.5	2.9146732915258196	2	1.5	1.7783204924998441	1	1.0	1.0	4	2.6666666666666665	3.454132648689056
mehi1240	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.2	1.3556380429687027	3	3.0	3.0	1	1.0	1.0	2	2.0	2.0	5	3.0	3.827438357977169
mehr1241	5	2.333333333333333	2.5034610753357747	5	2.2857142857142856	2.545118229231454	0	0.0	0.0	8	4.369047619047619	5.0306019533791595	3	2.3333333333333335	2.653706804639444	7	5.333333333333333	6.54268725492753	0	0.0	0.0	7	5.333333333333333	6.532777371842445
mend1266	5	2.75	2.981443988335667	4	1.5	1.3405523525702767	3	1.0	1.0	7	3.15	3.6577531880660192	4	3.6666666666666665	3.949875483019078	2	1.5	1.7867127549172217	1	1.0	1.0	5	3.2666666666666666	4.169592439470861
mere1246	6	3.6666666666666665	3.81075328242941	4	2.0	2.0	5	3.0	3.0	8	4.166666666666667	5.240922969658597	4	3.75	3.9879946527695003	3	3.0	3.0	1	1.0	1.0	6	4.166666666666667	5.130297920289377
merg1238	5	2.5	2.865275417607873	5	2.0	2.9163400480955577	5	3.0	3.0	8	3.45	4.528561724974907	4	3.3333333333333335	3.563443514750764	2	1.3333333333333333	1.7365591651699792	1	1.0	1.0	5	2.933333333333333	4.254947382521611
meru1245	4	1.6666666666666665	1.6610119013206708	4	1.3333333333333333	1.3497405140414893	0	0.0	0.0	6	3.0	2.893811527406516	3	2.5	2.7131090135848783	3	2.0	2.56881786154783	0	0.0	0.0	3	2.25	2.6569889966784546
mesc1238	6	2.9999999999999996	3.1688620757136574	4	1.75	1.9776487958999502	5	3.0	3.0	8	4.166666666666667	4.621423750217771	3	2.25	2.541807135074062	4	3.5	3.9048884957099266	3	3.0	3.0	6	4.166666666666667	5.0432141117550335
mesq1240	5	2.333333333333333	2.5379280157651367	4	1.4	1.642953297204094	4	2.0	2.0	7	3.2857142857142856	4.013025541891076	6	4.666666666666667	4.860482519849886	5	3.5	4.028777489807922	1	1.0	1.0	7	4.6	5.340346702075843
meta1238	4	2.0	2.0	4	1.6666666666666665	1.8043232874578639	4	2.0	2.0	6	3.25	3.623466678818023	3	3.0	3.0	3	2.5	2.295227932789147	1	1.0	1.0	4	3.25	3.779131276677836
mewa1250	6	4.0	4.0	3	1.0	1.0	6	4.0	4.0	7	4.2	4.537586636823371	4	4.0	4.0	1	1.0	1.0	1	1.0	1.0	5	4.2	4.5076552646901415
mezq1235	7	4.416666666666666	4.768779682386188	4	1.2	1.342366029099336	4	1.5	1.5344365003831408	9	4.666666666666667	5.559366422968136	4	3.55	3.862192483559936	5	3.0	3.9687022273323027	2	1.5	1.2185917103248127	6	3.9523809523809526	5.000228406580339
mfum1238	7	3.825	3.6500792989199846	6	3.425	3.5798548375435755	6	3.5	3.5707079505579147	11	6.098412698412699	6.865298362537879	8	6.55	7.939946235189833	9	7.5	8.470445735662503	2	1.75	1.9851102759234436	11	8.055555555555555	9.9480276260214
mian1257	4	1.6666666666666665	1.740739102380149	3	1.0	1.0	0	0.0	0.0	5	2.333333333333333	2.611626904481085	3	2.5	2.3530733159790134	2	2.0	2.0	0	0.0	0.0	3	2.333333333333333	2.321972916500847
mich1243	5	3.0	3.0	4	2.0	2.0	5	3.0	3.0	7	4.5	4.557270370769384	3	3.0	3.0	3	3.0	3.0	1	1.0	1.0	4	3.6	3.8018872028769053
mich1245	4	1.75	1.9783005123977417	3	1.0	1.0	3	1.0	1.0	5	1.8333333333333333	2.361543085188897	4	3.5	3.8209037735575384	2	2.0	2.0	2	2.0	2.0	6	3.6666666666666665	5.026082901922635
miju1243	6	3.2666666666666666	3.7083733761191464	4	1.5	1.9318812117882365	5	3.0	3.0	8	3.5428571428571427	4.643408301980152	5	4.083333333333333	4.837879504343579	2	1.5	1.7390282739435192	2	2.0	2.0	7	4.133333333333333	5.302085403392565
mina1268	4	2.0	2.0	4	1.25	1.3507700833845189	4	2.0	2.0	6	3.25	3.3538361647781407	3	3.0	3.0	4	2.5	3.145276311606628	1	1.0	1.0	4	3.25	3.796019418228796
mind1253	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.25	2.5481265971825238	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	3.0	3.660514116201342
ming1252	5	2.5	2.936826254568223	4	1.75	1.8184905871485952	5	3.0	3.0	7	3.8333333333333335	4.4360714805932915	4	3.3333333333333335	3.2467441763340896	4	3.5	3.3374789289230677	2	2.0	2.0	6	4.6	4.904435161561232
mini1256	4	2.0	2.0	4	1.3333333333333333	1.2700345348985573	4	2.0	2.0	6	3.0	3.1711705217068196	3	3.0	3.0	3	2.0	2.4950792868771363	1	1.0	1.0	4	3.0	3.746883553714095
minj1242	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	4	4.0	4.0	0	0.0	0.0	0	0.0	0.0	4	4.0	4.0
mink1237	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
minn1241	5	3.0	3.0	3	1.0	1.0	5	2.0	1.8989251799369677	6	2.8	3.139816069181261	3	3.0	3.0	1	1.0	1.0	2	1.3333333333333333	1.2314138920758333	5	3.5	3.820796275005724
miny1240	7	4.25	4.549529747649817	5	3.0	3.0	4	1.0	1.0254410253846626	10	3.75	5.0725882055028855	4	3.4	3.851928821954138	1	1.0	1.0	2	1.0	1.11499213322289	6	2.821428571428571	4.383562397961083
mira1251	4	2.0	2.0	4	1.75	1.7089955879190515	3	1.0	1.0	6	2.8	3.4030016767063618	3	3.0	3.0	4	3.5	3.6625210710769323	1	1.0	1.0	5	3.5	4.295201897988325
mira1254	4	1.75	1.956288414408545	3	1.0	1.0	4	2.0	2.0	5	2.0	2.229049885840814	4	3.5	3.1790962264424616	1	1.0	1.0	2	2.0	2.0	6	4.0	4.7414620377661505
miri1266	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
mith1236	4	2.0	2.0	0	0.0	0.0	0	0.0	0.0	4	2.0	2.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
miya1259	3	1.0	1.0	3	1.0	1.0	0	0.0	0.0	4	1.6666666666666665	1.870887802100936	3	3.0	3.0	2	2.0	2.0	0	0.0	0.0	3	2.5	2.4299262803087665
mmaa1238	6	4.0	4.0	4	1.5	1.3439758058276583	3	1.0	1.0	8	4.083333333333334	4.654424768130163	3	3.0	3.0	2	1.5	1.999691346307413	1	1.0	1.0	4	2.8	3.632562385415054
mman1238	4	1.75	1.9998480990129894	4	1.6666666666666665	1.8247945021871361	4	1.5	1.602103838416934	6	2.666666666666667	3.206278858550097	4	3.5	3.4776447975067577	3	2.5	2.7783204924998444	2	1.5	1.8300171939496974	6	4.0	5.058497387375268
mmen1238	4	2.0	2.0	4	1.75	1.8028439337269635	4	2.0	2.0	8	5.25	5.693777196467849	3	3.0	3.0	4	3.5	3.2955652519701486	3	3.0	3.0	4	3.5	3.849795155617055
moch1256	4	2.0	2.0	3	1.0	1.0	3	1.0	1.0	6	3.25	3.1471290380067973	4	4.0	4.0	3	3.0	3.0	2	2.0	2.0	4	3.25	3.4570268370916395
moch1259	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	4	1.8333333333333335	1.901043083704671	3	3.0	3.0	5	5.0	5.0	3	3.0	3.0	6	5.5	5.856229860656024
moco1246	4	1.25	1.3468022709858674	4	1.3333333333333333	1.5237088978466247	4	2.0	2.0	6	2.2	2.271739310576392	4	2.5	3.209622055063231	3	2.0	2.0972435648899066	1	1.0	1.0	5	2.75	3.671852908490676
mode1248	4	2.0	2.0	4	2.0	2.0	0	0.0	0.0	6	4.0	4.0	4	4.0	4.0	5	5.0	5.0	0	0.0	0.0	5	5.0	5.0
mofu1248	6	3.4666666666666663	3.480713059598807	4	2.0	2.0	5	3.0	3.0	8	4.095238095238095	4.877053319606346	5	4.5	4.965638407582947	3	3.0	3.0	1	1.0	1.0	7	5.0	6.108150376353729
mogh1245	4	1.75	1.9731271467418103	4	1.5	1.5468921874954171	4	2.0	2.0	6	3.0	3.5968714587515866	4	3.5	3.8714529730370426	4	3.0	3.360585704620902	1	1.0	1.0	5	3.75	4.439775374339596
mogh1246	5	2.5	2.9191381617874685	4	1.4	1.649841809106663	5	3.0	3.0	7	3.3492063492063497	4.205559976546622	6	5.0	5.9364556225742655	5	3.5	3.629848578162924	2	2.0	2.0	9	5.9	7.707015727821204
moke1242	5	3.0	3.0	0	0.0	0.0	5	3.0	3.0	5	3.0	3.0	3	3.0	3.0	0	0.0	0.0	1	1.0	1.0	4	4.0	4.0
mokl1243	5	3.0	3.0	0	0.0	0.0	4	2.0	2.0	5	2.75	2.8914896202448945	3	3.0	3.0	0	0.0	0.0	1	1.0	1.0	4	3.6666666666666665	3.7879118128942366
mokp1239	5	2.5	2.3236195916634346	4	1.5	1.2156158826294055	4	2.0	2.0	7	3.15	3.075949437637978	4	3.333333333333333	3.448637074150426	2	1.5	1.2132872450827783	1	1.0	1.0	5	3.4	3.4570008673561907
moks1248	4	2.0	2.0	4	1.5714285714285714	1.7381861143548583	3	1.0	1.0	6	2.6194444444444445	3.4651177037887315	4	4.0	4.0	8	6.5	7.240468991070075	3	3.0	3.0	10	6.75	8.6256994791907
mola1238	4	2.0	2.0	3	1.0	1.0	4	1.5	1.8880911440864585	5	2.3333333333333335	2.6993412064102302	4	4.0	4.0	3	3.0	3.0	2	1.5	1.5961093977280472	6	4.666666666666666	5.363906108031439
molo1266	6	3.6666666666666665	3.81075328242941	5	2.3333333333333335	2.496216389427218	4	2.0	2.0	8	3.8571428571428568	5.124496440281806	4	3.75	3.9879946527695003	3	2.333333333333333	2.996472083513763	1	1.0	1.0	7	4.3	5.264010500058924
mong1331	5	1.7142857142857144	1.8546500334931362	4	1.0	0.9582099718120318	4	2.0	2.0	7	2.0818181818181816	2.4618691075190533	7	4.0	3.3449571671206124	6	3.0	3.102904908416998	2	2.0	2.0	12	4.833333333333333	4.629455954678434
mong1338	6	2.571428571428571	3.7336831846391823	4	1.3333333333333333	1.6452040443492013	6	4.0	4.0	7	3.043434343434343	4.405863222887225	7	4.5	6.138984021597523	6	5.0	5.993443101927289	2	2.0	2.0	11	6.783333333333333	8.347479883354554
mono1269	6	3.6666666666666665	3.8108077539606615	4	2.0	2.0	5	3.0	3.0	8	4.666666666666666	5.1827331849578995	4	3.75	3.9879946527695003	2	2.0	2.0	1	1.0	1.0	5	4.166666666666667	4.714268060169615
mono1270	6	3.6666666666666665	3.8108077539606615	4	2.0	2.0	5	3.0	3.0	8	5.166666666666666	5.361133299135142	4	3.75	3.9879946527695003	3	3.0	3.0	1	1.0	1.0	5	4.5	4.811809669579043
morb1239	4	1.6666666666666665	1.609360147020293	4	1.0	1.0987730518746135	0	0.0	0.0	6	2.333333333333333	2.551445093198404	3	2.5	2.3574295640220293	2	1.0	1.1278792291992978	0	0.0	0.0	3	1.75	1.9743404141165315
mori1268	6	4.0	4.0	5	1.5	1.7829347988337152	0	0.0	0.0	9	5.166666666666666	5.601355420250797	3	3.0	3.0	2	1.0	1.1269590774226699	0	0.0	0.0	3	2.238095238095238	2.5561759536445408
mori1278	5	2.333333333333333	2.283871574402747	4	2.0	2.0	4	2.0	2.0	7	3.25	3.6166045093066477	3	2.333333333333333	2.980679398981809	2	2.0	2.0	1	1.0	1.0	4	2.6	3.68083229796353
moro1284	6	3.2904761904761908	3.9156595946449824	5	3.0	3.0	0	0.0	0.0	9	4.757142857142858	6.413161101157976	7	6.0	6.779812834174474	2	2.0	2.0	0	0.0	0.0	7	5.261904761904762	6.162800242550739
moro1285	4	2.0	2.0	4	1.5	1.7059751207064844	4	2.0	2.0	6	2.6	2.790932711031264	4	4.0	4.0	2	1.5	1.662545097290899	1	1.0	1.0	5	3.25	4.415095571975399
moro1292	4	1.625	1.979765122560225	4	1.875	1.998127098687334	0	0.0	0.0	6	3.319444444444444	3.969695656542093	8	6.5	7.3014759639505815	8	7.5	7.681469332178003	0	0.0	0.0	9	7.25	8.182229448204732
moru1253	5	2.6666666666666665	2.8058793709874426	4	2.0	2.0	4	2.0	2.0	7	3.1666666666666665	3.720819250822245	4	3.6666666666666665	3.9881447527138927	1	1.0	1.0	1	1.0	1.0	5	3.6	4.488695167109136
mose1249	5	2.25	2.335556919059857	3	1.0	1.0	4	1.5	1.433210527299235	6	2.5	2.906254368575602	4	3.0	3.4769006615073366	3	3.0	3.0	2	1.5	1.816485463905701	6	3.75	4.55743357164953
moss1236	4	2.0	2.0	4	2.0	2.0	0	0.0	0.0	6	3.333333333333333	3.702087282462323	3	3.0	3.0	2	2.0	2.0	0	0.0	0.0	3	2.5	2.8183560558858898
motl1237	4	1.3333333333333333	1.5829365113398075	4	1.0	1.1361015290875278	0	0.0	0.0	6	1.9999999999999998	2.1394475097905445	3	2.0	1.878822526648875	3	1.5	1.4230140813784984	0	0.0	0.0	4	2.0	1.8143146291811856
movi1243	4	1.5	1.6457479955478578	4	1.0	1.1460714878685552	3	1.0	1.0	6	1.6666666666666667	2.360220117187481	4	3.0	3.5340127871424167	3	1.5	2.030792197592743	1	1.0	1.0	6	2.5	4.354728965198425
moyo1238	6	2.6666666666666665	2.575246234060801	4	1.3333333333333333	1.3856629422678348	3	1.0	1.0	8	4.666666666666666	4.56153494616516	3	2.0	1.2390995988371782	3	2.0	2.5285001425465508	2	2.0	2.0	3	2.333333333333333	2.4812108436900067
mpad1242	7	3.9166666666666665	4.303055481047239	4	1.3333333333333333	1.4750539881456468	5	2.0	2.119676387009545	9	4.866666666666666	5.688030684020891	4	3.1500000000000004	3.822998233735662	3	2.0	2.440865589790743	2	1.3333333333333333	1.2185917103248127	5	3.4523809523809526	4.311896551936569
mpal1238	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.6	2.6991542873317433	5	5.0	5.0	3	3.0	3.0	0	0.0	0.0	5	4.333333333333333	4.873972263378257
mpar1238	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	12	12.0	12.0	0	0.0	0.0	0	0.0	0.0	12	12.0	12.0
mpon1254	6	3.8	3.6791324755244497	4	2.0	2.0	0	0.0	0.0	8	4.8	5.222344558270459	5	4.75	4.376725949346503	2	2.0	2.0	0	0.0	0.0	5	4.166666666666667	4.118929216802167
mudb1240	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	5	5.0	5.0	0	0.0	0.0	0	0.0	0.0	5	5.0	5.0
mudh1235	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.2	2.615194004852252	4	4.0	4.0	1	1.0	1.0	1	1.0	1.0	5	3.6666666666666665	4.573149619842937
mufi1238	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.5	2.8482942022438187	4	4.0	4.0	2	2.0	2.0	0	0.0	0.0	4	3.333333333333333	3.6355380995145707
muin1242	4	2.0	2.0	4	1.25	1.2710152922264288	4	2.0	2.0	6	3.0	3.2509478074765554	4	4.0	4.0	4	2.5	3.2758671209548433	1	1.0	1.0	5	3.75	4.225077628523657
mull1237	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	4	4.0	4.0	0	0.0	0.0	0	0.0	0.0	4	4.0	4.0
mulu1243	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	4	4.0	4.0	0	0.0	0.0	0	0.0	0.0	4	4.0	4.0
muna1247	7	3.2	3.8856241348118554	5	1.5	1.6933647365137108	0	0.0	0.0	10	4.133333333333334	5.449297926451332	5	3.2	4.103128548848032	3	1.5	1.7533636152663734	0	0.0	0.0	5	2.625	4.034460877845901
mund1320	4	2.0	2.0	3	1.0	1.0	0	0.0	0.0	5	2.2	2.615194004852252	5	5.0	5.0	1	1.0	1.0	0	0.0	0.0	5	3.6666666666666665	4.555602676270874
mund1325	6	3.6666666666666665	3.8108077539606615	4	2.0	2.0	5	3.0	3.0	8	5.166666666666666	5.361133299135142	4	3.75	3.9879946527695003	3	3.0	3.0	1	1.0	1.0	5	4.5	4.811809669579043
mund1326	6	3.6666666666666665	3.8108077539606615	5	2.5	2.4974667341230754	4	2.0	2.0	8	4.266666666666667	5.116129990173096	4	3.75	3.9879946527695003	2	1.6666666666666665	1.9965499950021584	1	1.0	1.0	6	4.3	4.873278816484947
mund1327	4	2.0	2.0	4	1.3333333333333333	1.5342887525593065	4	2.0	2.0	6	3.0	3.3932198548203107	4	4.0	4.0	3	2.0	1.9577490038660794	1	1.0	1.0	5	4.0	4.7286411553708865
mund1328	4	1.75	1.7423122056502383	3	1.0	1.0	4	2.0	2.0	5	2.4333333333333336	2.527722878051323	4	3.5	3.3530733159790134	3	3.0	3.0	2	2.0	2.0	6	5.0	5.276176961484757
mund1330	4	1.6666666666666665	1.6610119013206708	3	1.0	1.0	4	2.0	2.0	5	2.25	2.3050738956433685	3	2.5	2.7131090135848783	2	2.0	2.0	1	1.0	1.0	4	3.0	3.4649706654005783
mung1266	4	2.0	2.0	4	1.3333333333333333	1.3159572717098533	4	2.0	2.0	6	3.0	3.241177709736397	3	3.0	3.0	3	2.0	2.0855351524554306	1	1.0	1.0	4	3.0	3.6996292459548816
muni1258	4	1.5	1.5988126616852452	3	1.0	1.0	3	1.0	1.0	5	1.8571428571428572	2.0714287104088296	4	3.0	3.1866635413785525	4	4.0	4.0	3	3.0	3.0	7	4.333333333333333	5.612941493029935
munj1244	4	1.8	1.9811472298927293	4	1.7142857142857144	1.7702582111098923	4	2.0	2.0	6	3.375	3.5923910426905517	5	4.5	4.871452973037043	7	6.0	6.395310254864247	3	3.0	3.0	8	6.75	7.673398258394913
mura1269	4	2.0	2.0	0	0.0	0.0	0	0.0	0.0	4	2.0	2.0	5	5.0	5.0	0	0.0	0.0	0	0.0	0.0	5	5.0	5.0
murl1244	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.4	2.676931710373769	4	4.0	4.0	2	2.0	2.0	1	1.0	1.0	5	4.0	4.88349208374364
murr1258	4	2.0	2.0	0	0.0	0.0	0	0.0	0.0	4	2.0	2.0	5	5.0	5.0	0	0.0	0.0	0	0.0	0.0	5	5.0	5.0
murr1259	4	2.0	2.0	0	0.0	0.0	0	0.0	0.0	4	2.0	2.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
murs1242	5	2.5	2.8107646201300263	3	1.0	1.0	0	0.0	0.0	6	3.0	3.5065200017497196	4	3.333333333333333	3.9425960791223194	2	2.0	2.0	0	0.0	0.0	4	3.0	3.6936716480170895
muru1266	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
muru1274	4	1.75	1.732627640258702	4	1.5	1.3405523525702767	0	0.0	0.0	6	2.5	2.8215524873146034	4	3.5	3.3530733159790134	2	1.5	1.7867127549172217	0	0.0	0.0	4	2.5	3.0507281448041788
muya1243	6	3.6666666666666665	3.8108077539606615	4	1.75	1.7459550831278468	5	3.0	3.0	8	4.466666666666667	5.484352309543386	3	2.75	2.9879946527695003	4	3.5	3.704772067210853	1	1.0	1.0	5	3.7333333333333334	4.519949244567169
mvum1238	6	2.7142857142857144	3.2207488968254023	5	2.0	2.621444800238067	4	2.0	2.0	9	3.5500000000000003	5.177336039088625	7	4.75	6.1179871745728445	6	3.8333333333333335	3.8030742165754607	3	3.0	3.0	10	5.166666666666667	7.970139972301452
mwag1236	5	2.6666666666666665	2.8108077539606615	4	2.0	2.0	4	2.0	2.0	7	4.166666666666666	4.477546545334038	3	2.6666666666666665	2.9881447527138927	3	3.0	3.0	1	1.0	1.0	4	3.35	3.789653615005419
mwal1237	5	2.333333333333333	2.449339059204994	4	1.5	1.3405523525702767	4	1.5	1.508160165671145	7	2.8666666666666663	3.031853746816991	3	2.333333333333333	2.289802640901751	2	1.5	1.7867127549172217	2	1.5	1.24252849420848	5	2.8	2.9052601966125517
mwan1247	5	2.3333333333333335	2.340927791400087	4	1.6666666666666665	1.8247945021871361	4	2.0	2.0	7	3.5	3.7491526132651924	3	2.333333333333333	2.9492030103304003	3	2.5	2.7783204924998444	1	1.0	1.0	4	2.8	3.6992649371553945
mwan1250	5	2.25	2.4064462327094795	4	2.0	2.0	0	0.0	0.0	7	3.05	3.9186542977452747	6	5.0	5.916027973830036	2	2.0	2.0	0	0.0	0.0	6	4.1	5.302650521174876
myen1241	7	3.9999999999999996	4.162691342074202	4	2.0	2.0	6	4.0	4.0	9	5.166666666666666	5.626051660424844	3	2.4000000000000004	2.4426222800747834	2	2.0	2.0	1	1.0	1.0	4	3.0	3.2658904871840324
naas1242	4	1.3333333333333333	1.463006477262485	0	0.0	0.0	0	0.0	0.0	4	1.3333333333333333	1.463006477262485	3	2.0	2.390678655959567	0	0.0	0.0	0	0.0	0.0	3	2.0	2.390678655959567
nade1244	4	1.75	1.9597737755223656	3	1.0	1.0	0	0.0	0.0	5	2.0	2.5339278811103654	4	3.5	3.460263142642434	1	1.0	1.0	0	0.0	0.0	4	2.6666666666666665	3.4957893866284833
nafa1258	4	2.0	2.0	4	1.6666666666666665	1.8247945021871361	4	2.0	2.0	6	3.25	3.4290871947423986	4	4.0	4.0	3	2.5	2.7783204924998444	1	1.0	1.0	5	4.25	4.746873565648374
naga1394	6	4.0	4.0	4	2.0	2.0	6	4.0	4.0	8	4.5	4.923079311626576	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	3.0	3.502421337404931
naia1238	4	2.0	2.0	0	0.0	0.0	0	0.0	0.0	4	2.0	2.0	5	5.0	5.0	0	0.0	0.0	0	0.0	0.0	5	5.0	5.0
naik1250	6	3.4000000000000004	3.3064714980554255	4	1.0	1.0901209390242235	6	4.0	4.0	8	4.166666666666667	4.4047004620909735	5	4.25	4.582151244711246	4	2.0	2.6125470256406587	1	1.0	1.0	6	4.166666666666667	4.943255964782889
najd1235	4	1.3333333333333335	1.6431495562484715	4	1.7142857142857144	1.59264965455518	4	2.0	2.0	6	2.75	3.002495268183194	6	4.0	3.5145418264549764	7	6.0	6.448368455592936	1	1.0	1.0	8	5.5	5.6381131230925
naka1260	4	1.8	1.7089787638955451	0	0.0	0.0	0	0.0	0.0	4	1.8	1.7089787638955451	5	4.5	4.021590764656943	0	0.0	0.0	0	0.0	0.0	5	4.5	4.021590764656943
naki1238	4	1.5	1.7496859973386623	4	1.1428571428571428	1.206850013390044	4	1.6	1.9764929606244797	6	2.2051282051282053	2.5960430064452136	8	6.0	6.040959551388793	7	4.0	5.416679983346766	5	4.0	4.846094066570874	13	7.5	9.516985349989481
nama1264	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	5	2.333333333333333	2.8594727972506666	3	3.0	3.0	2	2.0	2.0	2	2.0	2.0	3	2.3333333333333335	2.699175517708409
nama1265	3	1.0	1.0	3	1.0	1.0	3	1.0	1.0	5	2.25	2.9394677888860583	4	4.0	4.0	3	3.0	3.0	2	2.0	2.0	4	3.0	3.668199872024047
nami1256	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	3	3.0	3.0	0	0.0	0.0	0	0.0	0.0	3	3.0	3.0
nana1257	4	2.0	2.0	4	1.3333333333333333	1.3594120357455322	4	2.0	2.0	6	3.0	3.593831568932176	3	3.0	3.0	3	2.0	2.1304130427795083	1	1.0	1.0	4	3.0	3.7317542120733616
nand1266	3	1.0	1.0	3	1.0	1.0	0	0.0	0.0	4	1.25	1.6172292645319257	4	4.0	4.0	1	1.0	1.0	0	0.0	0.0	4	2.5	3.1492796528830214
nang1259	4	1.5	1.6109639372792333	4	1.3333333333333333	1.591129851072206	0	0.0	0.0	6	2.5	2.4812059607708954	4	3.0	2.086587317725386	3	2.0	2.360585704620902	0	0.0	0.0	4	2.5	1.8823021960745971
nank1250	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.25	2.269754991750172	3	3.0	3.0	1	1.0	1.0	1	1.0	1.0	4	3.0	3.751266008511159
nant1250	4	1.5	1.6476387123735385	3	1.0	1.0	3	1.0	1.0	5	1.6666666666666665	2.100060465107012	4	3.0	3.3443132765581898	2	2.0	2.0	2	2.0	2.0	6	3.333333333333333	4.47547952001961
napo1242	4	2.0	2.0	3	1.0	1.0	3	1.0	1.0	5	2.2	2.5829649576908134	3	3.0	3.0	3	3.0	3.0	2	2.0	2.0	5	3.6666666666666665	4.545033984859668
nara1262	5	2.4166666666666665	2.2195956808874193	4	1.3333333333333333	1.6774189933952277	4	2.0	2.0	7	3.038095238095238	3.5688881475998633	6	5.0	5.319582817667309	3	2.0	2.4015493450204515	1	1.0	1.0	7	4.5	5.5328685506938795
nari1240	4	1.8333333333333335	1.9345606035994032	3	1.0	1.0	0	0.0	0.0	5	2.166666666666667	2.6345198951478466	6	5.5	5.182548085635745	2	2.0	2.0	0	0.0	0.0	6	4.333333333333333	4.9916867799491795
nari1241	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
narp1239	4	2.0	2.0	3	1.0	1.0	4	2.0	2.0	5	2.333333333333333	2.5144925212791325	4	4.0	4.0	2	2.0	2.0	2	2.0	2.0	6	4.666666666666666	5.608549522382017
narr1259	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
naru1238	3	1.0	1.0	0	0.0	0.0	0	0.0	0.0	3	1.0	1.0	6	6.0	6.0	0	0.0	0.0	0	0.0	0.0	6	6.0	6.0
