	t̪|t	k	2/3	0.6093601470202928
mb	n̪d̪|nd	ŋɡ	3/3	1.0
β			1/3	0.20261153512165828
	s̪|s		1/3	0.7394734110564528
2/4	3/4	2/4
0.3529240548020832	0.8047664759238364	0.8166498833906118
