p		t	t̪	-	t̪x	tx			k	q	7/10	0.8938148358983243
		tʼ	t̪ʼ	pʼkxʼ	d̪ʼkxʼ//t̪ʼkxʼ	dʼkxʼ//tʼkxʼ		kxʼ//ɡʼkxʼ	kʼ	qʼ	8/11	0.84372179190339
b		d	d̪		-		ɟ		ɡ	ɢ	6/10	0.9391710484843101
		dʱ	d̪ʱ	-	-				ɡʱ	ɢʱ	4/9	0.839629952171661
ɸ	f		s	-	-	-		x			4/8	0.59217421847222
				-	d̪x	dx					2/10	0.10476118485145124
pʰ		tʰ	t̪ʰ		-	-			kʰ	qʰ	5/9	0.9567829964679114
4/7	1/7	5/7	6/7	1/3	3/3	3/5	1/7	2/7	5/7	5/7
0.9160064509518968	0.9912849662644955	0.9429068635339825	0.9923803695321447	0.9951573849878934	1.0	0.9973243876420496	0.3752704388761411	0.27792824385518516	0.7983757581280323	0.7021756413483387
