b	d	ɡ	3/3	1.0
p	t	k	3/3	1.0
v			1/3	0.19071668550263235
	s		1/3	0.7557362431442727
3/4	3/4	2/4
0.8518036898525551	0.8857450084917328	0.8183560558858897
