b	d	d̠ʒ	ɡ	4/4	1.0
v				1/4	0.27338423696899294
p	t	t̠ʃ	k	4/4	1.0
	s	ʃ		2/4	0.6194625471573538
3/4	3/4	3/4	2/4
0.851958288975904	0.9421433832502606	0.9236936179361749	0.8231799477121992
