b	d̪	d̠ʒ	ɡ	4/4	1.0
ɓ		ᶑ		2/4	0.4344673957248887
v		z	ɣ	3/4	0.9243452280507515
p	t		k	3/4	0.778913671934614
f		s	x	3/4	0.8984274320169621
5/5	2/5	4/5	4/5
1.0	0.8676411793710062	0.5624999712195597	0.9905455733668227
