		d̠ʒ				1/6	0.07420461023625172
			ʐ			1/6	0.04546934074387765
p	t	t̠ʃ	ʈʂ	k	q	6/6	1.0
	s	ʃ	ʂ	x		4/6	0.7534766503647846
1/4	2/4	3/4	3/4	2/4	1/4
0.5024236493692108	0.744047090039469	0.9236936179361749	0.9253734908601073	0.6953370141434778	0.5559788356559817
