	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+	b	d̪		2/3	0.6610119013206708
periodicGlottalSource:-		t̪	k	2/3	0.7407391023801491
	1/2	2/2	1/2
	0.35307331597901326	1.0	0.7131090135848781
