b	d	dz	ɡ	dʑ	5/5	1.0
v				ʝ	2/5	0.3041218835600775
p	t	ts		tɕ	4/5	0.7242960671488446
		s	x	ɕ	3/5	0.7143824267331262
3/4	2/4	3/4	2/4	4/4
0.851958288975904	0.9036894656578184	0.8945633698453868	0.33514464280094475	1.0
