b	d̪	d̪z̪	d̠ʒ	bʲ	dʲ	dzʲ	d̠ʒʲ	ɡ	ɡʲ	10/10	1.0
v		z̪	ʒ	vʲ		zʲ	ʒʲ	ɣ	ɣʲ	8/10	0.9372176896982329
p	t̪	t̪s̪	t̠ʃ	pʲ	tʲ	tsʲ	t̠ʃʲ	k	kʲ	10/10	1.0
f		s̪	ʃ	fʲ		sʲ	ʃʲ	x	xʲ	8/10	0.9399535670345808
4/4	2/4	4/4	4/4	4/4	2/4	4/4	4/4	4/4	4/4
1.0	0.8337086869543983	1.0	1.0	1.0	0.9072658771682904	1.0	1.0	1.0	1.0
