b	d̪	-	ɟ	ɡ	4/4	1.0
p	t̪	-	c	k	4/4	1.0
v	ð	z̠	ʝ	ɣ	5/5	1.0
f	θ	s̠	ç	x	5/5	1.0
4/4	4/4	2/2	4/4	4/4
1.0	1.0	1.0	1.0	1.0
