b	ɖ	d̠ʒ	ɡb	ɡ	5/5	1.0
			-	ʕ	1/4	0.23972287114061627
p	t	t̠ʃ	kp	k	5/5	1.0
f		s	-		2/4	0.6977553224111985
3/4	2/4	3/4	2/2	3/4
0.9247386130734515	0.908623397735846	0.8960867321540874	1.0	0.876287063284313
