	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
spreadGlottis:-	p	t	k	3/3	1.0
spreadGlottis:+	pʰ	tʰ		2/3	0.595053042076118
	2/2	2/2	1/2
	1.0	1.0	0.8700402367268261
