b	d̪	ɡ	3/3	1.0
	t̪	k	2/3	0.6549403190472748
v			1/3	0.2399350299433445
f	s		2/3	0.827317443081052
3/4	3/4	2/4
0.4977826634164799	0.842897614506746	0.8185257398988781
