b	bʷ	d̪	d̪ʲ	ɡ	5/5	1.0
p̰	-		-	k̰	2/3	0.714967007872368
p	pʷ	t̪	t̪ʲ	k	5/5	1.0
pʰ		t̪ʰ		kʰ	3/5	0.9934063682467781
4/4	2/3	3/4	2/3	4/4
1.0	0.9894731781062568	0.9930763635463228	0.8553299626910001	1.0
